param1,param2,l,real,imag,type
-5.0,0.92,1,7.429911e-02,-3.336865e-02,resonance
-4.92308,0.92,1,8.340280e-02,-4.052106e-02,resonance
-4.84615,0.92,1,9.225137e-02,-4.815320e-02,resonance
-4.76923,0.92,1,1.008391e-01,-5.624526e-02,resonance
-4.69231,0.92,1,1.091600e-01,-6.478087e-02,resonance
-4.61538,0.92,1,1.172079e-01,-7.374629e-02,resonance
-4.53846,0.92,1,1.249761e-01,-8.312988e-02,resonance
-4.46154,0.92,1,1.324577e-01,-9.292174e-02,resonance
-4.38462,0.92,1,1.396454e-01,-1.031133e-01,resonance
-4.30769,0.92,1,1.465318e-01,-1.136974e-01,resonance
-4.23077,0.92,1,1.531087e-01,-1.246677e-01,resonance
-5.61538,0.94,1,1.004465e-02,-1.449284e-03,resonance
-5.53846,0.94,1,2.067524e-02,-4.356901e-03,resonance
-5.46154,0.94,1,3.108650e-02,-8.180051e-03,resonance
-5.38462,0.94,1,4.127444e-02,-1.274878e-02,resonance
-5.30769,0.94,1,5.123483e-02,-1.796818e-02,resonance
-5.23077,0.94,1,6.096326e-02,-2.377582e-02,resonance
-5.15385,0.94,1,7.045512e-02,-3.012699e-02,resonance
-5.07692,0.94,1,7.970555e-02,-3.698781e-02,resonance
-5.0,0.94,1,8.870950e-02,-4.433172e-02,resonance
-4.92308,0.94,1,9.746165e-02,-5.213725e-02,resonance
-4.84615,0.94,1,1.059564e-01,-6.038677e-02,resonance
-4.76923,0.94,1,1.141880e-01,-6.906555e-02,resonance
-4.69231,0.94,1,1.221503e-01,-7.816116e-02,resonance
-4.61538,0.94,1,1.298369e-01,-8.766298e-02,resonance
-4.53846,0.94,1,1.372411e-01,-9.756194e-02,resonance
-4.46154,0.94,1,1.443558e-01,-1.078502e-01,resonance
-4.38462,0.94,1,1.511738e-01,-1.185211e-01,resonance
-4.30769,0.94,1,1.576871e-01,-1.295687e-01,resonance
-5.76923,0.96,1,5.439099e-03,-5.670525e-04,resonance
-5.69231,0.96,1,1.616668e-02,-2.956593e-03,resonance
-5.61538,0.96,1,2.668125e-02,-6.380188e-03,resonance
-5.53846,0.96,1,3.697904e-02,-1.059900e-02,resonance
-5.46154,0.96,1,4.705612e-02,-1.549575e-02,resonance
-5.38462,0.96,1,5.690835e-02,-2.099745e-02,resonance
-5.30769,0.96,1,6.653141e-02,-2.705339e-02,resonance
-5.23077,0.96,1,7.592077e-02,-3.362593e-02,resonance
-5.15385,0.96,1,8.507171e-02,-4.068593e-02,resonance
-5.07692,0.96,1,9.397926e-02,-4.821009e-02,resonance
-5.0,0.96,1,1.026382e-01,-5.617940e-02,resonance
-4.92308,0.96,1,1.110432e-01,-6.457804e-02,resonance
-4.84615,0.96,1,1.191885e-01,-7.339270e-02,resonance
-4.76923,0.96,1,1.270683e-01,-8.261207e-02,resonance
-4.69231,0.96,1,1.346761e-01,-9.222647e-02,resonance
-4.61538,0.96,1,1.420056e-01,-1.022275e-01,resonance
-4.53846,0.96,1,1.490500e-01,-1.126081e-01,resonance
-4.46154,0.96,1,1.558020e-01,-1.233618e-01,resonance
-4.38462,0.96,1,1.622541e-01,-1.344834e-01,resonance
-5.92308,0.98,1,7.934454e-04,-3.104168e-05,resonance
-5.84615,0.98,1,1.161335e-02,-1.767759e-03,resonance
-5.76923,0.98,1,2.222619e-02,-4.761346e-03,resonance
-5.69231,0.98,1,3.262844e-02,-8.617995e-03,resonance
-5.61538,0.98,1,4.281639e-02,-1.318703e-02,resonance
-5.53846,0.98,1,5.278616e-02,-1.838145e-02,resonance
-5.46154,0.98,1,6.253372e-02,-2.414309e-02,resonance
-5.38462,0.98,1,7.205482e-02,-3.042981e-02,resonance
-5.30769,0.98,1,8.134503e-02,-3.720949e-02,resonance
-5.23077,0.98,1,9.039972e-02,-4.445677e-02,resonance
-5.15385,0.98,1,9.921405e-02,-5.215107e-02,resonance
-5.07692,0.98,1,1.077830e-01,-6.027541e-02,resonance
-5.0,0.98,1,1.161012e-01,-6.881554e-02,resonance
-4.92308,0.98,1,1.241631e-01,-7.775938e-02,resonance
-4.84615,0.98,1,1.319631e-01,-8.709661e-02,resonance
-4.76923,0.98,1,1.394949e-01,-9.681833e-02,resonance
-4.69231,0.98,1,1.467524e-01,-1.069169e-01,resonance
-4.61538,0.98,1,1.537288e-01,-1.173855e-01,resonance
-4.53846,0.98,1,1.604172e-01,-1.282185e-01,resonance
-4.46154,0.98,1,1.668103e-01,-1.394109e-01,resonance
-6.0,1.0,1,7.018266e-03,-8.160362e-04,resonance
-5.92308,1.0,1,1.772472e-02,-3.330221e-03,resonance
-5.84615,1.0,1,2.822640e-02,-6.806952e-03,resonance
-5.76923,1.0,1,3.851983e-02,-1.104062e-02,resonance
-5.69231,1.0,1,4.860138e-02,-1.592486e-02,resonance
-5.61538,1.0,1,5.846723e-02,-2.139203e-02,resonance
-5.53846,1.0,1,6.811343e-02,-2.739453e-02,resonance
-5.46154,1.0,1,7.753580e-02,-3.389676e-02,resonance
-5.38462,1.0,1,8.673003e-02,-4.087096e-02,resonance
-5.30769,1.0,1,9.569158e-02,-4.829483e-02,resonance
-5.23077,1.0,1,1.044157e-01,-5.615009e-02,resonance
-5.15385,1.0,1,1.128975e-01,-6.442147e-02,resonance
-5.07692,1.0,1,1.211318e-01,-7.309609e-02,resonance
-5.0,1.0,1,1.291132e-01,-8.216293e-02,resonance
-4.92308,1.0,1,1.368360e-01,-9.161253e-02,resonance
-4.84615,1.0,1,1.442944e-01,-1.014367e-01,resonance
-4.76923,1.0,1,1.514822e-01,-1.116284e-01,resonance
-4.69231,1.0,1,1.583930e-01,-1.221813e-01,resonance
-4.61538,1.0,1,1.650200e-01,-1.330902e-01,resonance
-4.53846,1.0,1,1.713562e-01,-1.443503e-01,resonance
-6.0,1.01,1,1.545755e-02,-2.688405e-03,resonance
-5.93793,1.01,1,2.398590e-02,-5.267063e-03,resonance
-5.87586,1.01,1,3.238099e-02,-8.375350e-03,resonance
-5.81379,1.01,1,4.064098e-02,-1.194079e-02,resonance
-5.75172,1.01,1,4.876397e-02,-1.591635e-02,resonance
-5.68966,1.01,1,5.674801e-02,-2.026847e-02,resonance
-5.62759,1.01,1,6.459106e-02,-2.497176e-02,resonance
-5.56552,1.01,1,7.229101e-02,-3.000624e-02,resonance
-5.50345,1.01,1,7.984567e-02,-3.535572e-02,resonance
-5.44138,1.01,1,8.725280e-02,-4.100679e-02,resonance
-5.37931,1.01,1,9.451005e-02,-4.694815e-02,resonance
-5.31724,1.01,1,1.016150e-01,-5.317015e-02,resonance
-5.25517,1.01,1,1.085652e-01,-5.966446e-02,resonance
-5.1931,1.01,1,1.153579e-01,-6.642384e-02,resonance
-5.13103,1.01,1,1.219906e-01,-7.344193e-02,resonance
-5.06897,1.01,1,1.284603e-01,-8.071310e-02,resonance
-5.0069,1.01,1,1.347644e-01,-8.823241e-02,resonance
-4.94483,1.01,1,1.408997e-01,-9.599541e-02,resonance
-4.88276,1.01,1,1.468631e-01,-1.039982e-01,resonance
-4.82069,1.01,1,1.526515e-01,-1.122372e-01,resonance
-4.75862,1.01,1,1.582615e-01,-1.207092e-01,resonance
-4.69655,1.01,1,1.636897e-01,-1.294115e-01,resonance
-4.63448,1.01,1,1.689325e-01,-1.383415e-01,resonance
-6.11034,1.02,1,8.513629e-03,-1.081735e-03,resonance
-6.03793,1.02,1,1.857631e-02,-3.540617e-03,resonance
-5.96552,1.02,1,2.846096e-02,-6.820442e-03,resonance
-5.8931,1.02,1,3.816476e-02,-1.076076e-02,resonance
-5.82069,1.02,1,4.768483e-02,-1.527382e-02,resonance
-5.74828,1.02,1,5.701812e-02,-2.030238e-02,resonance
-5.67586,1.02,1,6.616149e-02,-2.580555e-02,resonance
-5.60345,1.02,1,7.511165e-02,-3.175239e-02,resonance
-5.53103,1.02,1,8.386518e-02,-3.811860e-02,resonance
-5.45862,1.02,1,9.241852e-02,-4.488450e-02,resonance
-5.38621,1.02,1,1.007680e-01,-5.203386e-02,resonance
-5.31379,1.02,1,1.089097e-01,-5.955305e-02,resonance
-5.24138,1.02,1,1.168396e-01,-6.743049e-02,resonance
-5.16897,1.02,1,1.245535e-01,-7.565622e-02,resonance
-5.09655,1.02,1,1.320472e-01,-8.422165e-02,resonance
-5.02414,1.02,1,1.393160e-01,-9.311929e-02,resonance
-4.95172,1.02,1,1.463553e-01,-1.023426e-01,resonance
-4.87931,1.02,1,1.531601e-01,-1.118858e-01,resonance
-4.8069,1.02,1,1.597252e-01,-1.217438e-01,resonance
-4.73448,1.02,1,1.660454e-01,-1.319122e-01,resonance
-4.66207,1.02,1,1.721150e-01,-1.423871e-01,resonance
-6.33448,1.05,1,2.505107e-03,-1.686382e-04,resonance
-6.26897,1.05,1,1.171389e-02,-1.728179e-03,resonance
-6.20345,1.05,1,2.078263e-02,-4.139892e-03,resonance
-6.13793,1.05,1,2.970943e-02,-7.174061e-03,resonance
-6.07241,1.05,1,3.849234e-02,-1.072895e-02,resonance
-6.0069,1.05,1,4.712933e-02,-1.474331e-02,resonance
-5.94138,1.05,1,5.561830e-02,-1.917522e-02,resonance
-5.87586,1.05,1,6.395706e-02,-2.399382e-02,resonance
-5.81034,1.05,1,7.214335e-02,-2.917525e-02,resonance
-5.74483,1.05,1,8.017483e-02,-3.470046e-02,resonance
-5.67931,1.05,1,8.804907e-02,-4.055383e-02,resonance
-5.61379,1.05,1,9.576356e-02,-4.672230e-02,resonance
-5.54828,1.05,1,1.033157e-01,-5.319482e-02,resonance
-5.48276,1.05,1,1.107028e-01,-5.996189e-02,resonance
-5.41724,1.05,1,1.179220e-01,-6.701529e-02,resonance
-5.35172,1.05,1,1.249705e-01,-7.434781e-02,resonance
-5.28621,1.05,1,1.318453e-01,-8.195315e-02,resonance
-5.22069,1.05,1,1.385432e-01,-8.982572e-02,resonance
-5.15517,1.05,1,1.450610e-01,-9.796057e-02,resonance
-5.08966,1.05,1,1.513954e-01,-1.063533e-01,resonance
-5.02414,1.05,1,1.575430e-01,-1.149999e-01,resonance
-4.95862,1.05,1,1.635001e-01,-1.238970e-01,resonance
-4.8931,1.05,1,1.692630e-01,-1.330414e-01,resonance
-4.82759,1.05,1,1.748278e-01,-1.424302e-01,resonance
-4.76207,1.05,1,1.801905e-01,-1.520610e-01,resonance
-6.55,1.08,1,-2.480530e-03,6.388153e-13,bound
-6.48276,1.08,1,7.192020e-03,-8.141246e-04,resonance
-6.41552,1.08,1,1.657377e-02,-2.886642e-03,resonance
-6.34828,1.08,1,2.581118e-02,-5.687234e-03,resonance
-6.28103,1.08,1,3.490228e-02,-9.067413e-03,resonance
-6.21379,1.08,1,4.384505e-02,-1.294747e-02,resonance
-6.14655,1.08,1,5.263736e-02,-1.727579e-02,resonance
-6.07931,1.08,1,6.127704e-02,-2.201562e-02,resonance
-6.01207,1.08,1,6.976181e-02,-2.713917e-02,resonance
-5.94483,1.08,1,7.808933e-02,-3.262461e-02,resonance
-5.87759,1.08,1,8.625716e-02,-3.845423e-02,resonance
-5.81034,1.08,1,9.426278e-02,-4.461340e-02,resonance
-5.7431,1.08,1,1.021036e-01,-5.108979e-02,resonance
-5.67586,1.08,1,1.097769e-01,-5.787288e-02,resonance
-5.60862,1.08,1,1.172798e-01,-6.495358e-02,resonance
-5.54138,1.08,1,1.246095e-01,-7.232402e-02,resonance
-5.47414,1.08,1,1.317630e-01,-7.997726e-02,resonance
-5.4069,1.08,1,1.387372e-01,-8.790721e-02,resonance
-5.33966,1.08,1,1.455288e-01,-9.610846e-02,resonance
-5.27241,1.08,1,1.521344e-01,-1.045762e-01,resonance
-5.20517,1.08,1,1.585507e-01,-1.133062e-01,resonance
-5.13793,1.08,1,1.647739e-01,-1.222946e-01,resonance
-5.07069,1.08,1,1.708005e-01,-1.315379e-01,resonance
-5.00345,1.08,1,1.766264e-01,-1.410332e-01,resonance
-4.93621,1.08,1,1.822478e-01,-1.507777e-01,resonance
-6.6,1.1,1,7.720092e-03,-8.976399e-04,resonance
-6.53448,1.1,1,1.685859e-02,-2.934233e-03,resonance
-6.46897,1.1,1,2.586254e-02,-5.648578e-03,resonance
-6.40345,1.1,1,3.473022e-02,-8.907184e-03,resonance
-6.33793,1.1,1,4.345979e-02,-1.263683e-02,resonance
-6.27241,1.1,1,5.204939e-02,-1.678961e-02,resonance
-6.2069,1.1,1,6.049708e-02,-2.133121e-02,resonance
-6.14138,1.1,1,6.880085e-02,-2.623557e-02,resonance
-6.07586,1.1,1,7.695863e-02,-3.148213e-02,resonance
-6.01034,1.1,1,8.496826e-02,-3.705420e-02,resonance
-5.94483,1.1,1,9.282752e-02,-4.293791e-02,resonance
-5.87931,1.1,1,1.005341e-01,-4.912158e-02,resonance
-5.81379,1.1,1,1.080857e-01,-5.559521e-02,resonance
-5.74828,1.1,1,1.154797e-01,-6.235015e-02,resonance
-5.68276,1.1,1,1.227138e-01,-6.937887e-02,resonance
-5.61724,1.1,1,1.297851e-01,-7.667474e-02,resonance
-5.55172,1.1,1,1.366911e-01,-8.423190e-02,resonance
-5.48621,1.1,1,1.434288e-01,-9.204517e-02,resonance
-5.42069,1.1,1,1.499955e-01,-1.001099e-01,resonance
-5.35517,1.1,1,1.563880e-01,-1.084219e-01,resonance
-5.28966,1.1,1,1.626032e-01,-1.169776e-01,resonance
-5.22414,1.1,1,1.686380e-01,-1.257735e-01,resonance
-5.15862,1.1,1,1.744889e-01,-1.348068e-01,resonance
-5.0931,1.1,1,1.801526e-01,-1.440746e-01,resonance
-6.9,1.15,1,8.071005e-03,-9.384417e-04,resonance
-6.83103,1.15,1,1.768999e-02,-3.084894e-03,resonance
-6.76207,1.15,1,2.716637e-02,-5.948472e-03,resonance
-6.6931,1.15,1,3.649828e-02,-9.387597e-03,resonance
-6.62414,1.15,1,4.568379e-02,-1.332473e-02,resonance
-6.55517,1.15,1,5.472089e-02,-1.770919e-02,resonance
-6.48621,1.15,1,6.360751e-02,-2.250468e-02,resonance
-6.41724,1.15,1,7.234152e-02,-2.768365e-02,resonance
-6.34828,1.15,1,8.092067e-02,-3.322438e-02,resonance
-6.27931,1.15,1,8.934269e-02,-3.910922e-02,resonance
-6.21034,1.15,1,9.760519e-02,-4.532354e-02,resonance
-6.14138,1.15,1,1.057057e-01,-5.185500e-02,resonance
-6.07241,1.15,1,1.136417e-01,-5.869303e-02,resonance
-6.00345,1.15,1,1.214106e-01,-6.582852e-02,resonance
-5.93448,1.15,1,1.290096e-01,-7.325350e-02,resonance
-5.86552,1.15,1,1.364359e-01,-8.096100e-02,resonance
-5.79655,1.15,1,1.436867e-01,-8.894484e-02,resonance
-5.72759,1.15,1,1.507588e-01,-9.719955e-02,resonance
-5.65862,1.15,1,1.576492e-01,-1.057202e-01,resonance
-5.58966,1.15,1,1.643546e-01,-1.145025e-01,resonance
-5.52069,1.15,1,1.708718e-01,-1.235425e-01,resonance
-5.45172,1.15,1,1.771971e-01,-1.328368e-01,resonance
-5.38276,1.15,1,1.833272e-01,-1.423820e-01,resonance
-5.31379,1.15,1,1.892581e-01,-1.521755e-01,resonance
-5.24483,1.15,1,1.949861e-01,-1.622147e-01,resonance
-7.2,1.2,1,8.421919e-03,-9.792435e-04,resonance
-7.12759,1.2,1,1.852139e-02,-3.235586e-03,resonance
-7.05517,1.2,1,2.847017e-02,-6.248465e-03,resonance
-6.98276,1.2,1,3.826629e-02,-9.868201e-03,resonance
-6.91034,1.2,1,4.790769e-02,-1.401293e-02,resonance
-6.83793,1.2,1,5.739223e-02,-1.862920e-02,resonance
-6.76552,1.2,1,6.671771e-02,-2.367873e-02,resonance
-6.6931,1.2,1,7.588185e-02,-2.913248e-02,resonance
-6.62069,1.2,1,8.488229e-02,-3.496756e-02,resonance
-6.54828,1.2,1,9.371657e-02,-4.116538e-02,resonance
-6.47586,1.2,1,1.023822e-01,-4.771052e-02,resonance
-6.40345,1.2,1,1.108765e-01,-5.458999e-02,resonance
-6.33103,1.2,1,1.191968e-01,-6.179267e-02,resonance
-6.25862,1.2,1,1.273403e-01,-6.930896e-02,resonance
-6.18621,1.2,1,1.353040e-01,-7.713050e-02,resonance
-6.11379,1.2,1,1.430851e-01,-8.524992e-02,resonance
-6.04138,1.2,1,1.506803e-01,-9.366074e-02,resonance
-5.96897,1.2,1,1.580865e-01,-1.023572e-01,resonance
-5.89655,1.2,1,1.653004e-01,-1.113342e-01,resonance
-5.82414,1.2,1,1.723184e-01,-1.205871e-01,resonance
-5.75172,1.2,1,1.791370e-01,-1.301118e-01,resonance
-5.67931,1.2,1,1.857526e-01,-1.399047e-01,resonance
-5.6069,1.2,1,1.921613e-01,-1.499624e-01,resonance
-5.53448,1.2,1,1.983590e-01,-1.602820e-01,resonance
-5.46207,1.2,1,2.043418e-01,-1.708609e-01,resonance
-7.51897,1.25,1,6.103277e-03,-5.899850e-04,resonance
-7.43793,1.25,1,1.744090e-02,-2.890160e-03,resonance
-7.3569,1.25,1,2.859779e-02,-6.154998e-03,resonance
-7.27586,1.25,1,3.957140e-02,-1.016374e-02,resonance
-7.19483,1.25,1,5.035907e-02,-1.480626e-02,resonance
-7.11379,1.25,1,6.095805e-02,-2.001345e-02,resonance
-7.03276,1.25,1,7.136549e-02,-2.573694e-02,resonance
-6.95172,1.25,1,8.157843e-02,-3.194063e-02,resonance
-6.87069,1.25,1,9.159378e-02,-3.859635e-02,resonance
-6.78966,1.25,1,1.014084e-01,-4.568147e-02,resonance
-6.70862,1.25,1,1.110188e-01,-5.317733e-02,resonance
-6.62759,1.25,1,1.204218e-01,-6.106833e-02,resonance
-6.54655,1.25,1,1.296137e-01,-6.934117e-02,resonance
-6.46552,1.25,1,1.385908e-01,-7.798445e-02,resonance
-6.38448,1.25,1,1.473493e-01,-8.698827e-02,resonance
-6.30345,1.25,1,1.558852e-01,-9.634399e-02,resonance
-6.22241,1.25,1,1.641944e-01,-1.060440e-01,resonance
-6.14138,1.25,1,1.722726e-01,-1.160816e-01,resonance
-6.06034,1.25,1,1.801153e-01,-1.264509e-01,resonance
-5.97931,1.25,1,1.877180e-01,-1.371466e-01,resonance
-5.89828,1.25,1,1.950758e-01,-1.481640e-01,resonance
-5.81724,1.25,1,2.021838e-01,-1.594989e-01,resonance
-5.73621,1.25,1,2.090367e-01,-1.711476e-01,resonance
-7.8,1.3,1,9.123745e-03,-1.060847e-03,resonance
-7.71724,1.3,1,2.066128e-02,-3.665314e-03,resonance
-7.63448,1.3,1,3.201702e-02,-7.169926e-03,resonance
-7.55172,1.3,1,4.318843e-02,-1.139335e-02,resonance
-7.46897,1.3,1,5.417287e-02,-1.623763e-02,resonance
-7.38621,1.3,1,6.496763e-02,-2.163919e-02,resonance
-7.30345,1.3,1,7.556987e-02,-2.755267e-02,resonance
-7.22069,1.3,1,8.597665e-02,-3.394377e-02,resonance
-7.13793,1.3,1,9.618494e-02,-4.078552e-02,resonance
-7.05517,1.3,1,1.061916e-01,-4.805606e-02,resonance
-6.97241,1.3,1,1.159933e-01,-5.573730e-02,resonance
-6.88966,1.3,1,1.255867e-01,-6.381403e-02,resonance
-6.8069,1.3,1,1.349683e-01,-7.227327e-02,resonance
-6.72414,1.3,1,1.441344e-01,-8.110383e-02,resonance
-6.64138,1.3,1,1.530813e-01,-9.029596e-02,resonance
-6.55862,1.3,1,1.618050e-01,-9.984115e-02,resonance
-6.47586,1.3,1,1.703015e-01,-1.097319e-01,resonance
-6.3931,1.3,1,1.785666e-01,-1.199616e-01,resonance
-6.31034,1.3,1,1.865959e-01,-1.305242e-01,resonance
-6.22759,1.3,1,1.943848e-01,-1.414147e-01,resonance
-6.14483,1.3,1,2.019287e-01,-1.526283e-01,resonance
-6.06207,1.3,1,2.092226e-01,-1.641608e-01,resonance
-5.97931,1.3,1,2.162616e-01,-1.760086e-01,resonance
-5.89655,1.3,1,2.230403e-01,-1.881683e-01,resonance
-8.1,1.35,1,9.474659e-03,-1.101649e-03,resonance
-8.01724,1.35,1,2.101555e-02,-3.687806e-03,resonance
-7.93448,1.35,1,3.238146e-02,-7.148916e-03,resonance
-7.85172,1.35,1,4.357005e-02,-1.131094e-02,resonance
-7.76897,1.35,1,5.457889e-02,-1.607903e-02,resonance
-7.68621,1.35,1,6.540546e-02,-2.139138e-02,resonance
-7.60345,1.35,1,7.604716e-02,-2.720376e-02,resonance
-7.52069,1.35,1,8.650128e-02,-3.348266e-02,resonance
-7.43793,1.35,1,9.676503e-02,-4.020168e-02,resonance
-7.35517,1.35,1,1.068355e-01,-4.733939e-02,resonance
-7.27241,1.35,1,1.167097e-01,-5.487805e-02,resonance
-7.18966,1.35,1,1.263846e-01,-6.280267e-02,resonance
-7.1069,1.35,1,1.358568e-01,-7.110049e-02,resonance
-7.02414,1.35,1,1.451232e-01,-7.976047e-02,resonance
-6.94138,1.35,1,1.541802e-01,-8.877297e-02,resonance
-6.85862,1.35,1,1.630242e-01,-9.812958e-02,resonance
-6.77586,1.35,1,1.716517e-01,-1.078228e-01,resonance
-6.6931,1.35,1,1.800587e-01,-1.178461e-01,resonance
-6.61034,1.35,1,1.882414e-01,-1.281936e-01,resonance
-6.52759,1.35,1,1.961955e-01,-1.388601e-01,resonance
-6.44483,1.35,1,2.039168e-01,-1.498407e-01,resonance
-6.36207,1.35,1,2.114010e-01,-1.611315e-01,resonance
-6.27931,1.35,1,2.186435e-01,-1.727285e-01,resonance
-6.19655,1.35,1,2.256394e-01,-1.846285e-01,resonance
-8.4,1.4,1,9.825572e-03,-1.142451e-03,resonance
-8.31207,1.4,1,2.208549e-02,-3.902679e-03,resonance
-8.22414,1.4,1,3.415487e-02,-7.609678e-03,resonance
-8.13621,1.4,1,4.603110e-02,-1.207358e-02,resonance
-8.04828,1.4,1,5.771145e-02,-1.719149e-02,resonance
-7.96034,1.4,1,6.919311e-02,-2.289652e-02,resonance
-7.87241,1.4,1,8.047317e-02,-2.914092e-02,resonance
-7.78448,1.4,1,9.154858e-02,-3.588856e-02,resonance
-7.69655,1.4,1,1.024162e-01,-4.311097e-02,resonance
-7.60862,1.4,1,1.130729e-01,-5.078511e-02,resonance
-7.52069,1.4,1,1.235151e-01,-5.889188e-02,resonance
-7.43276,1.4,1,1.337394e-01,-6.741522e-02,resonance
-7.34483,1.4,1,1.437423e-01,-7.634140e-02,resonance
-7.2569,1.4,1,1.535199e-01,-8.565858e-02,resonance
-7.16897,1.4,1,1.630684e-01,-9.535648e-02,resonance
-7.08103,1.4,1,1.723837e-01,-1.054261e-01,resonance
-6.9931,1.4,1,1.814618e-01,-1.158594e-01,resonance
-6.90517,1.4,1,1.902981e-01,-1.266494e-01,resonance
-6.81724,1.4,1,1.988884e-01,-1.377898e-01,resonance
-6.72931,1.4,1,2.072278e-01,-1.492752e-01,resonance
-6.64138,1.4,1,2.153117e-01,-1.611004e-01,resonance
-6.55345,1.4,1,2.231350e-01,-1.732611e-01,resonance
-6.46552,1.4,1,2.306925e-01,-1.857533e-01,resonance
-6.37759,1.4,1,2.379787e-01,-1.985734e-01,resonance
-8.6,1.45,1,2.410856e-02,-4.379477e-03,resonance
-8.50759,1.45,1,3.677197e-02,-8.366100e-03,resonance
-8.41517,1.45,1,4.922907e-02,-1.314474e-02,resonance
-8.32276,1.45,1,6.147689e-02,-1.861026e-02,resonance
-8.23034,1.45,1,7.351238e-02,-2.469373e-02,resonance
-8.13793,1.45,1,8.533237e-02,-3.134571e-02,resonance
-8.04552,1.45,1,9.693355e-02,-3.852869e-02,resonance
-7.9531,1.45,1,1.083125e-01,-4.621305e-02,resonance
-7.86069,1.45,1,1.194657e-01,-5.437478e-02,resonance
-7.76828,1.45,1,1.303895e-01,-6.299396e-02,resonance
-7.67586,1.45,1,1.410800e-01,-7.205382e-02,resonance
-7.58345,1.45,1,1.515333e-01,-8.154004e-02,resonance
-7.49103,1.45,1,1.617454e-01,-9.144025e-02,resonance
-7.39862,1.45,1,1.717119e-01,-1.017437e-01,resonance
-7.30621,1.45,1,1.814285e-01,-1.124410e-01,resonance
-7.21379,1.45,1,1.908906e-01,-1.235238e-01,resonance
-7.12138,1.45,1,2.000936e-01,-1.349849e-01,resonance
-7.02897,1.45,1,2.090324e-01,-1.468176e-01,resonance
-6.93655,1.45,1,2.177019e-01,-1.590161e-01,resonance
-6.84414,1.45,1,2.260970e-01,-1.715754e-01,resonance
-6.75172,1.45,1,2.342121e-01,-1.844908e-01,resonance
-6.65931,1.45,1,2.420415e-01,-1.977582e-01,resonance
-8.8,1.5,1,3.816925e-02,-8.699965e-03,resonance
-8.70138,1.5,1,5.145730e-02,-1.381933e-02,resonance
-8.60276,1.5,1,6.451483e-02,-1.969129e-02,resonance
-8.50414,1.5,1,7.733835e-02,-2.623908e-02,resonance
-8.40552,1.5,1,8.992425e-02,-3.340796e-02,resonance
-8.3069,1.5,1,1.022688e-01,-4.115655e-02,resonance
-8.20828,1.5,1,1.143680e-01,-4.945232e-02,resonance
-8.10966,1.5,1,1.262179e-01,-5.826893e-02,resonance
-8.01103,1.5,1,1.378143e-01,-6.758463e-02,resonance
-7.91241,1.5,1,1.491527e-01,-7.738109e-02,resonance
-7.81379,1.5,1,1.602288e-01,-8.764273e-02,resonance
-7.71517,1.5,1,1.710377e-01,-9.835610e-02,resonance
-7.61655,1.5,1,1.815746e-01,-1.095095e-01,resonance
-7.51793,1.5,1,1.918345e-01,-1.210929e-01,resonance
-7.41931,1.5,1,2.018120e-01,-1.330971e-01,resonance
-7.32069,1.5,1,2.115018e-01,-1.455143e-01,resonance
-7.22207,1.5,1,2.208981e-01,-1.583376e-01,resonance
-7.12345,1.5,1,2.299950e-01,-1.715606e-01,resonance
-7.02483,1.5,1,2.387865e-01,-1.851778e-01,resonance
-6.92621,1.5,1,2.472661e-01,-1.991845e-01,resonance
-6.82759,1.5,1,2.554273e-01,-2.135761e-01,resonance
-9.28621,1.55,1,1.281416e-02,-1.620187e-03,resonance
-9.17241,1.55,1,2.862442e-02,-5.496106e-03,resonance
-9.05862,1.55,1,4.414524e-02,-1.069821e-02,resonance
-8.94483,1.55,1,5.937192e-02,-1.696340e-02,resonance
-8.83103,1.55,1,7.429956e-02,-2.414918e-02,resonance
-8.71724,1.55,1,8.892305e-02,-3.216306e-02,resonance
-8.60345,1.55,1,1.032371e-01,-4.093918e-02,resonance
-8.48966,1.55,1,1.172360e-01,-5.042785e-02,resonance
-8.37586,1.55,1,1.309141e-01,-6.059007e-02,resonance
-8.26207,1.55,1,1.442654e-01,-7.139437e-02,resonance
-8.14828,1.55,1,1.572834e-01,-8.281480e-02,resonance
-8.03448,1.55,1,1.699617e-01,-9.482963e-02,resonance
-7.92069,1.55,1,1.822934e-01,-1.074204e-01,resonance
-7.8069,1.55,1,1.942714e-01,-1.205713e-01,resonance
-7.6931,1.55,1,2.058882e-01,-1.342688e-01,resonance
-7.57931,1.55,1,2.171360e-01,-1.485009e-01,resonance
-7.46552,1.55,1,2.280069e-01,-1.632574e-01,resonance
-7.35172,1.55,1,2.384922e-01,-1.785291e-01,resonance
-7.23793,1.55,1,2.485832e-01,-1.943083e-01,resonance
-7.12414,1.55,1,2.582707e-01,-2.105879e-01,resonance
-9.55,1.6,1,1.822759e-02,-2.718471e-03,resonance
-9.43448,1.6,1,3.419087e-02,-7.094707e-03,resonance
-9.31897,1.6,1,4.986386e-02,-1.269695e-02,resonance
-9.20345,1.6,1,6.524191e-02,-1.931434e-02,resonance
-9.08793,1.6,1,8.032013e-02,-2.682370e-02,resonance
-8.97241,1.6,1,9.509346e-02,-3.514217e-02,resonance
-8.8569,1.6,1,1.095566e-01,-4.420943e-02,resonance
-8.74138,1.6,1,1.237041e-01,-5.397928e-02,resonance
-8.62586,1.6,1,1.375301e-01,-6.441512e-02,resonance
-8.51034,1.6,1,1.510288e-01,-7.548715e-02,resonance
